,song_id,watson_response
58,7,"{'usage': {'text_units': 1, 'text_characters': 2569, 'features': 3}, 'sentiment': {'document': {'score': -0.901365, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.221345, 'joy': 0.332284, 'fear': 0.2295, 'disgust': 0.031129, 'anger': 0.11007}}}, 'categories': [{'score': 0.685553, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.605964, 'label': '/events and attractions/awards shows'}, {'score': 0.592766, 'label': '/television/music tv'}]}"
59,119,"{'usage': {'text_units': 1, 'text_characters': 977, 'features': 3}, 'sentiment': {'document': {'score': -0.976307, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.379116, 'joy': 0.266819, 'fear': 0.084231, 'disgust': 0.038569, 'anger': 0.076159}}}, 'categories': [{'score': 0.613438, 'label': '/family and relationships/dating'}, {'score': 0.608548, 'label': '/news and politics/crime'}, {'score': 0.59941, 'label': '/family and relationships/bereavement'}]}"
60,1371,"{'usage': {'text_units': 1, 'text_characters': 1412, 'features': 3}, 'sentiment': {'document': {'score': -0.643596, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.305548, 'joy': 0.410049, 'fear': 0.089445, 'disgust': 0.035334, 'anger': 0.085027}}}, 'categories': [{'score': 0.788077, 'label': '/family and relationships/dating'}, {'score': 0.614523, 'label': '/family and relationships/divorce'}, {'score': 0.597037, 'label': '/family and relationships/bereavement'}]}"
61,1982,"{'usage': {'text_units': 1, 'text_characters': 1138, 'features': 3}, 'sentiment': {'document': {'score': -0.815641, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.243425, 'joy': 0.299703, 'fear': 0.124318, 'disgust': 0.071251, 'anger': 0.162197}}}, 'categories': [{'score': 0.714444, 'label': '/family and relationships/dating'}, {'score': 0.626381, 'label': '/family and relationships/divorce'}, {'score': 0.621021, 'label': '/news and politics/crime'}]}"
62,807,"{'usage': {'text_units': 1, 'text_characters': 1890, 'features': 3}, 'sentiment': {'document': {'score': -0.663826, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.277856, 'joy': 0.445372, 'fear': 0.12183, 'disgust': 0.026068, 'anger': 0.069418}}}, 'categories': [{'score': 0.58086, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.574264, 'label': ""/music and audio/children's music""}, {'score': 0.57047, 'label': '/music and audio/rock music/soft rock'}]}"
63,941,"{'usage': {'text_units': 1, 'text_characters': 1668, 'features': 3}, 'sentiment': {'document': {'score': -0.640338, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.323113, 'joy': 0.286962, 'fear': 0.16267, 'disgust': 0.032206, 'anger': 0.066839}}}, 'categories': [{'score': 0.981527, 'label': '/movies/fantasy movies'}]}"
64,1505,"{'usage': {'text_units': 1, 'text_characters': 1491, 'features': 3}, 'sentiment': {'document': {'score': -0.775387, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.450404, 'joy': 0.307185, 'fear': 0.111284, 'disgust': 0.057786, 'anger': 0.055105}}}, 'categories': [{'score': 0.585318, 'label': ""/music and audio/children's music""}, {'score': 0.567659, 'label': '/family and relationships'}, {'score': 0.565852, 'label': '/movies/romance movies'}]}"
65,816,"{'usage': {'text_units': 1, 'text_characters': 3784, 'features': 3}, 'sentiment': {'document': {'score': -0.720255, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.222257, 'joy': 0.435128, 'fear': 0.116192, 'disgust': 0.071851, 'anger': 0.06539}}}, 'categories': [{'score': 0.589408, 'label': '/family and relationships/dating'}, {'score': 0.587259, 'label': '/music and audio/hip hop music'}, {'score': 0.563342, 'label': '/music and audio/r&b|soul|funk'}]}"
66,242,"{'usage': {'text_units': 1, 'text_characters': 1107, 'features': 3}, 'sentiment': {'document': {'score': 0.671835, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.260452, 'joy': 0.356297, 'fear': 0.210566, 'disgust': 0.044238, 'anger': 0.072399}}}, 'categories': [{'score': 0.690341, 'label': '/family and relationships/dating'}, {'score': 0.629216, 'label': '/music and audio/hip hop music'}, {'score': 0.618121, 'label': '/style & fashion/street style'}]}"
67,415,"{'usage': {'text_units': 1, 'text_characters': 954, 'features': 3}, 'sentiment': {'document': {'score': 0.431454, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.255395, 'joy': 0.447038, 'fear': 0.13937, 'disgust': 0.062389, 'anger': 0.067938}}}, 'categories': [{'score': 0.577666, 'label': ""/music and audio/children's music""}, {'score': 0.572802, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.554931, 'label': '/events and attractions/personal celebrations & life events/prom'}]}"
68,740,"{'usage': {'text_units': 1, 'text_characters': 1520, 'features': 3}, 'sentiment': {'document': {'score': -0.454243, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.232246, 'joy': 0.380574, 'fear': 0.117476, 'disgust': 0.039279, 'anger': 0.132777}}}, 'categories': [{'score': 0.923169, 'label': '/events and attractions/nightclubs'}, {'score': 0.868605, 'label': '/music and audio/dance and electronic music'}, {'score': 0.742519, 'label': '/fine art/dance'}]}"
69,1905,"{'usage': {'text_units': 1, 'text_characters': 1592, 'features': 3}, 'sentiment': {'document': {'score': -0.889836, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.192843, 'joy': 0.297957, 'fear': 0.177315, 'disgust': 0.089848, 'anger': 0.132297}}}, 'categories': [{'score': 0.661337, 'label': '/family and relationships/dating'}, {'score': 0.640077, 'label': '/news and politics/crime'}, {'score': 0.589073, 'label': '/events and attractions/personal celebrations & life events/prom'}]}"
70,1151,"{'usage': {'text_units': 1, 'text_characters': 148, 'features': 3}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.278863, 'joy': 0.248023, 'fear': 0.115391, 'disgust': 0.055502, 'anger': 0.042852}}}, 'categories': [{'score': 0.545066, 'label': '/religion & spirituality/sikhism'}, {'score': 0.541992, 'label': '/sports/skiing'}, {'score': 0.530401, 'label': '/sports/auto racing'}]}"
71,1752,"{'usage': {'text_units': 1, 'text_characters': 1719, 'features': 3}, 'sentiment': {'document': {'score': 0.349775, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.208148, 'joy': 0.570815, 'fear': 0.087326, 'disgust': 0.044409, 'anger': 0.047123}}}, 'categories': [{'score': 0.650568, 'label': '/family and relationships'}, {'score': 0.636775, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.633264, 'label': '/family and relationships/dating'}]}"
72,116,"{'usage': {'text_units': 1, 'text_characters': 2687, 'features': 3}, 'sentiment': {'document': {'score': 0.752089, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.171174, 'joy': 0.593325, 'fear': 0.099911, 'disgust': 0.031017, 'anger': 0.082425}}}, 'categories': [{'score': 0.624341, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.60267, 'label': '/music and audio/rock music/soft rock'}, {'score': 0.579154, 'label': ""/music and audio/children's music""}]}"
73,544,"{'usage': {'text_units': 1, 'text_characters': 1488, 'features': 3}, 'sentiment': {'document': {'score': -0.873547, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.36997, 'joy': 0.301503, 'fear': 0.166307, 'disgust': 0.036044, 'anger': 0.066169}}}, 'categories': [{'score': 0.779618, 'label': '/family and relationships'}, {'score': 0.751869, 'label': '/family and relationships/dating'}, {'score': 0.672641, 'label': '/family and relationships/bereavement'}]}"
74,645,"{'usage': {'text_units': 1, 'text_characters': 1512, 'features': 3}, 'sentiment': {'document': {'score': 0.936694, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.320864, 'joy': 0.550848, 'fear': 0.048269, 'disgust': 0.01662, 'anger': 0.045912}}}, 'categories': [{'score': 0.742723, 'label': '/family and relationships'}, {'score': 0.70615, 'label': '/family and relationships/dating'}, {'score': 0.657913, 'label': '/music and audio/hip hop music'}]}"
75,1357,"{'usage': {'text_units': 1, 'text_characters': 1460, 'features': 3}, 'sentiment': {'document': {'score': -0.942999, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.351695, 'joy': 0.249253, 'fear': 0.19476, 'disgust': 0.037228, 'anger': 0.084921}}}, 'categories': [{'score': 0.633995, 'label': ""/music and audio/children's music""}, {'score': 0.625853, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.605781, 'label': '/music and audio/rock music/soft rock'}]}"
76,1404,"{'usage': {'text_units': 1, 'text_characters': 2687, 'features': 3}, 'sentiment': {'document': {'score': 0.752089, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.171174, 'joy': 0.593325, 'fear': 0.099911, 'disgust': 0.031017, 'anger': 0.082425}}}, 'categories': [{'score': 0.624341, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.60267, 'label': '/music and audio/rock music/soft rock'}, {'score': 0.579154, 'label': ""/music and audio/children's music""}]}"
77,771,"{'usage': {'text_units': 1, 'text_characters': 2966, 'features': 3}, 'sentiment': {'document': {'score': 0.595551, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.185654, 'joy': 0.449106, 'fear': 0.094482, 'disgust': 0.101938, 'anger': 0.07748}}}, 'categories': [{'score': 0.91221, 'label': '/food & drink/alcoholic beverages'}, {'score': 0.733794, 'label': '/sports/table tennis'}, {'score': 0.664117, 'label': '/food & drink/non-alcoholic beverages'}]}"
78,1302,"{'usage': {'text_units': 1, 'text_characters': 1469, 'features': 3}, 'sentiment': {'document': {'score': -0.812246, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.243757, 'joy': 0.348789, 'fear': 0.137996, 'disgust': 0.035377, 'anger': 0.087009}}}, 'categories': [{'score': 0.723673, 'label': '/family and relationships/dating'}, {'score': 0.619556, 'label': '/family and relationships/bereavement'}, {'score': 0.58472, 'label': '/family and relationships/divorce'}]}"
79,492,"{'usage': {'text_units': 1, 'text_characters': 1183, 'features': 3}, 'sentiment': {'document': {'score': 0.681875, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.340838, 'joy': 0.384675, 'fear': 0.110455, 'disgust': 0.027486, 'anger': 0.066212}}}, 'categories': [{'score': 0.576714, 'label': '/family and relationships/bereavement'}, {'score': 0.557516, 'label': '/family and relationships/dating'}, {'score': 0.551432, 'label': '/movies/family and children movies'}]}"
80,1731,"{'usage': {'text_units': 1, 'text_characters': 1457, 'features': 3}, 'sentiment': {'document': {'score': -0.493349, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.265202, 'joy': 0.327487, 'fear': 0.169835, 'disgust': 0.03059, 'anger': 0.05906}}}, 'categories': [{'score': 0.655698, 'label': ""/music and audio/children's music""}, {'score': 0.610539, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.586883, 'label': '/family and relationships'}]}"
81,1929,"{'usage': {'text_units': 1, 'text_characters': 1092, 'features': 3}, 'sentiment': {'document': {'score': -0.755991, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.273177, 'joy': 0.359617, 'fear': 0.169128, 'disgust': 0.037331, 'anger': 0.077406}}}, 'categories': [{'score': 0.900826, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.698246, 'label': '/events and attractions/personal celebrations & life events/birth'}]}"
82,969,"{'usage': {'text_units': 1, 'text_characters': 969, 'features': 3}, 'sentiment': {'document': {'score': -0.793474, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.274038, 'joy': 0.388866, 'fear': 0.143952, 'disgust': 0.034102, 'anger': 0.062298}}}, 'categories': [{'score': 0.686138, 'label': '/family and relationships/bereavement'}, {'score': 0.648626, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.630923, 'label': '/events and attractions/personal celebrations & life events/funeral'}]}"
83,1366,"{'usage': {'text_units': 1, 'text_characters': 1399, 'features': 3}, 'sentiment': {'document': {'score': -0.334414, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.195166, 'joy': 0.404841, 'fear': 0.160687, 'disgust': 0.089005, 'anger': 0.118085}}}, 'categories': [{'score': 0.959554, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.761146, 'label': '/events and attractions/personal celebrations & life events/birth'}]}"
84,1462,"{'usage': {'text_units': 1, 'text_characters': 1428, 'features': 3}, 'sentiment': {'document': {'score': -0.871705, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.28191, 'joy': 0.399973, 'fear': 0.173752, 'disgust': 0.040198, 'anger': 0.115714}}}, 'categories': [{'score': 0.582932, 'label': ""/music and audio/children's music""}, {'score': 0.580784, 'label': '/music and audio/rock music/soft rock'}, {'score': 0.535044, 'label': '/music and audio/r&b|soul|funk'}]}"
85,336,"{'usage': {'text_units': 1, 'text_characters': 2294, 'features': 3}, 'sentiment': {'document': {'score': -0.842274, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.277468, 'joy': 0.288385, 'fear': 0.160174, 'disgust': 0.035038, 'anger': 0.143404}}}, 'categories': [{'score': 0.612962, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.600693, 'label': '/family and relationships/dating'}, {'score': 0.572703, 'label': '/music and audio/hip hop music'}]}"
86,449,"{'usage': {'text_units': 1, 'text_characters': 1552, 'features': 3}, 'sentiment': {'document': {'score': -0.673954, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.375152, 'joy': 0.22444, 'fear': 0.130391, 'disgust': 0.043862, 'anger': 0.126049}}}, 'categories': [{'score': 0.773844, 'label': '/family and relationships/dating'}, {'score': 0.631944, 'label': '/family and relationships/divorce'}, {'score': 0.620794, 'label': '/family and relationships/bereavement'}]}"
87,588,"{'usage': {'text_units': 1, 'text_characters': 1622, 'features': 3}, 'sentiment': {'document': {'score': -0.700771, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.178314, 'joy': 0.341734, 'fear': 0.166553, 'disgust': 0.063573, 'anger': 0.116949}}}, 'categories': [{'score': 0.716303, 'label': ""/music and audio/children's music""}, {'score': 0.683831, 'label': '/family and relationships/dating'}, {'score': 0.619803, 'label': '/music and audio/rock music/soft rock'}]}"
88,1139,"{'usage': {'text_units': 1, 'text_characters': 1106, 'features': 3}, 'sentiment': {'document': {'score': -0.528672, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.269408, 'joy': 0.364676, 'fear': 0.163318, 'disgust': 0.032258, 'anger': 0.10215}}}, 'categories': [{'score': 0.749871, 'label': '/family and relationships/dating'}, {'score': 0.668953, 'label': ""/music and audio/children's music""}, {'score': 0.629204, 'label': '/family and relationships/bereavement'}]}"
89,1206,"{'usage': {'text_units': 1, 'text_characters': 1197, 'features': 3}, 'sentiment': {'document': {'score': -0.944138, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.45701, 'joy': 0.156284, 'fear': 0.159326, 'disgust': 0.041747, 'anger': 0.11929}}}, 'categories': [{'score': 0.638408, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.627519, 'label': '/family and relationships/dating'}, {'score': 0.610685, 'label': '/sports/tennis'}]}"
90,1520,"{'usage': {'text_units': 1, 'text_characters': 1792, 'features': 3}, 'sentiment': {'document': {'score': -0.488784, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.28481, 'joy': 0.480397, 'fear': 0.075124, 'disgust': 0.030918, 'anger': 0.071903}}}, 'categories': [{'score': 0.882903, 'label': '/sports/figure skating'}, {'score': 0.757597, 'label': '/music and audio/rock music'}, {'score': 0.737092, 'label': '/sports/inline skating'}]}"
